household_id,hh_start,hh_end,end_cause
101397,2009,9999,
622344,2009,2013,divorce
101399,2009,9999,
101402,2009,9999,
622349,2009,9999,
101407,2009,9999,
101412,2009,9999,
622359,2009,2021,divorce
101418,2009,9999,
622365,2009,9999,
101435,2009,9999,
622382,2009,2024,divorce
1143329,2009,9999,
101436,2009,9999,
101437,2009,2012,new couple
101438,2009,9999,
622385,2009,9999,
101443,2009,2024,divorce
101452,2009,9999,
101459,2009,9999,
101461,2009,9999,
622408,2009,9999,
101462,2009,9999,
622409,2009,2011,divorce
101465,2009,2015,couple_split
622412,2009,9999,
101468,2009,2023,divorce
622415,2009,9999,
101481,2009,9999,
101485,2009,9999,
101487,2009,9999,
101491,2009,2015,couple_split
101493,2009,2011,couple_split
101496,2009,2014,new couple
622443,2009,9999,
1143390,2009,2018,new couple
101497,2009,2021,death last member
622444,2009,9999,
101500,2009,9999,
622447,2009,9999,
101520,2009,9999,
101521,2009,9999,
622468,2009,9999,
101527,2009,9999,
101528,2009,2012,divorce
622475,2009,2018,death last member
101532,2009,9999,
101533,2009,2024,divorce
101535,2009,9999,
101536,2009,2024,death last member
101546,2009,9999,
101547,2009,9999,
101556,2009,9999,
622503,2009,9999,
101565,2009,2020,death last member
101575,2009,9999,
101579,2009,9999,
101581,2009,9999,
101582,2009,2021,death last member
101583,2009,9999,
622530,2009,9999,
1143477,2009,9999,
101584,2009,9999,
622531,2009,9999,
101594,2009,9999,
622541,2009,9999,
101602,2009,9999,
101604,2009,2023,death last member
101611,2009,9999,
622558,2009,9999,
101613,2009,2014,new couple
101618,2009,2017,divorce
101620,2009,9999,
101621,2009,9999,
101623,2009,9999,
101631,2009,9999,
101635,2009,9999,
622582,2009,2022,divorce
101637,2009,9999,
101644,2009,2022,divorce
622591,2009,9999,
101649,2009,9999,
622596,2009,2013,new couple
101657,2009,9999,
101660,2009,9999,
101666,2009,2021,death last member
622613,2009,9999,
1143560,2009,2019,death last member
101667,2009,2017,new couple
101678,2009,9999,
101684,2009,2012,divorce
101692,2009,2014,new couple
101696,2009,9999,
622643,2009,9999,
101711,2009,2018,couple_split
101712,2009,2014,divorce
101714,2009,2019,new couple
101722,2009,2018,divorce
101733,2009,2013,death last member
101739,2009,9999,
622686,2009,2011,divorce
101744,2009,2015,death last member
622691,2009,2019,death last member
1143638,2009,2015,death last member
1664585,2009,2015,death last member
2185532,2009,2011,new couple
101752,2009,2019,death last member
101765,2009,2019,death last member
101775,2009,9999,
101777,2009,2021,new couple
622724,2009,2011,new couple
101778,2009,9999,
101790,2009,2019,new couple
101792,2009,2014,new couple
101796,2009,9999,
101799,2009,9999,
622746,2009,9999,
101802,2009,9999,
622749,2009,2020,death last member
101804,2009,9999,
101810,2009,2018,death last member
622757,2009,2015,new couple
101812,2009,9999,
101813,2009,9999,
101814,2009,9999,
101838,2009,9999,
101846,2009,9999,
101850,2009,2011,death last member
101853,2009,2017,new couple
101859,2009,9999,
101867,2009,9999,
101869,2009,9999,
101872,2009,9999,
101875,2009,9999,
101880,2009,2021,new couple
101883,2009,2014,couple_split
101885,2009,2022,death last member
101886,2009,9999,
101887,2009,9999,
622834,2009,9999,
1143781,2009,9999,
101889,2009,2023,couple_split
101894,2009,2023,death last member
101898,2009,2014,divorce
622845,2009,9999,
101902,2009,9999,
101903,2009,2017,death last member
101908,2009,9999,
101913,2009,2011,couple_split
101918,2009,2015,death last member
622865,2009,2011,death last member
1143812,2009,2019,death last member
1664759,2009,2015,death last member
101921,2009,2021,new couple
101922,2009,9999,
622869,2009,9999,
101968,2009,9999,
101969,2009,9999,
622916,2009,2011,divorce
101977,2009,2012,death last member
622924,2009,2011,new couple
101978,2009,9999,
622925,2009,9999,
1143872,2009,9999,
101994,2009,2017,divorce
622941,2009,9999,
101998,2009,9999,
102009,2009,2018,new couple
622956,2009,9999,
102011,2009,9999,
102014,2009,9999,
102018,2009,2022,death last member
102024,2009,9999,
622971,2009,9999,
1143918,2009,9999,
102025,2009,2015,divorce
102027,2009,9999,
102037,2009,2023,new couple
102038,2009,2014,couple_split
102039,2009,2011,new couple
622986,2009,2012,new couple
1143933,2009,2015,new couple
102040,2009,9999,
102043,2009,9999,
622990,2009,9999,
1143937,2009,9999,
102047,2009,2015,new couple
102050,2009,9999,
622997,2009,2021,new couple
1143944,2009,2011,new couple
102051,2009,9999,
102053,2009,2018,new couple
623000,2009,2014,new couple
1143947,2009,2020,new couple
102063,2009,9999,
623010,2009,9999,
102072,2009,9999,
623019,2009,2012,new couple
1143966,2009,2013,new couple
102075,2009,2018,new couple
102077,2009,9999,
623024,2009,2025,couple_split
102081,2009,2020,divorce
623028,2009,9999,
102083,2009,9999,
102085,2009,9999,
102086,2009,2022,death last member
102096,2009,2011,death last member
623043,2009,2023,death last member
102097,2009,9999,
623044,2009,9999,
102103,2009,9999,
102104,2009,9999,
102106,2009,9999,
102118,2009,9999,
102149,2009,9999,
623096,2009,2018,couple_split
1144043,2009,9999,
102166,2009,9999,
102168,2009,2020,death last member
623115,2009,2023,last kid leaving
1144062,2009,2024,new couple
102169,2009,9999,
623116,2009,2011,new couple
102175,2009,9999,
102176,2009,2023,death last member
623123,2009,9999,
102177,2009,9999,
102181,2009,9999,
102190,2009,9999,
102198,2009,9999,
102200,2009,9999,
102208,2009,2012,new couple
102209,2009,9999,
102217,2009,9999,
102220,2009,2011,new couple
623167,2009,2019,new couple
102234,2009,2019,couple_split
623181,2009,9999,
102235,2009,2020,divorce
102236,2009,2020,death last member
102237,2009,2018,death last member
623184,2009,2016,death last member
102243,2009,2016,new couple
623190,2009,9999,
102248,2009,9999,
102254,2009,9999,
623201,2009,2017,new couple
102255,2009,9999,
102261,2009,2012,couple_split
623208,2009,9999,
1144155,2009,9999,
102266,2009,2020,new couple
102271,2009,9999,
623218,2009,9999,
1144165,2009,9999,
102285,2009,9999,
623232,2009,2022,new couple
1144179,2009,9999,
102293,2009,2023,new couple
102294,2009,2012,new couple
102297,2009,9999,
102301,2009,2019,couple_split
102320,2009,2012,new couple
623267,2009,2011,new couple
102329,2009,2011,new couple
102331,2009,9999,
102338,2009,2011,new couple
102342,2009,2012,new couple
102345,2009,2021,death last member
102355,2009,9999,
102360,2009,9999,
623307,2009,9999,
1144254,2009,9999,
102361,2009,2011,new couple
102365,2009,9999,
102369,2009,2016,divorce
623316,2009,2025,death last member
1144263,2009,9999,
1665210,2009,9999,
102371,2009,9999,
623318,2009,9999,
102375,2009,2012,divorce
102379,2009,9999,
102382,2009,2013,couple_split
623329,2009,9999,
1144276,2009,9999,
102403,2009,9999,
623350,2009,9999,
102405,2009,2018,death last member
102407,2009,9999,
623354,2009,9999,
1144301,2009,2022,divorce
102418,2009,2021,death last member
102474,2009,9999,
623421,2009,9999,
102480,2009,9999,
102481,2009,9999,
102482,2009,2011,new couple
102483,2009,2018,couple_split
623430,2009,9999,
102492,2009,9999,
102498,2009,9999,
102500,2009,2020,couple_split
623447,2009,9999,
1144394,2009,9999,
102507,2009,9999,
623454,2009,9999,
1144401,2009,9999,
102509,2009,9999,
623456,2009,9999,
102526,2009,9999,
102528,2009,9999,
623475,2009,9999,
102529,2009,9999,
102531,2009,9999,
102532,2009,9999,
102535,2009,9999,
102538,2009,2019,death last member
623485,2009,2024,death last member
1144432,2009,2015,death last member
1665379,2009,2014,death last member
2186326,2009,2018,death last member
102539,2009,2014,couple_split
102545,2009,9999,
102549,2009,9999,
102551,2009,9999,
102562,2009,2011,couple_split
102566,2009,2013,couple_split
102580,2009,2022,death last member
102584,2009,9999,
623531,2009,2013,new couple
1144478,2009,2011,new couple
102591,2009,2014,divorce
623538,2009,9999,
102595,2009,9999,
623542,2009,9999,
102607,2009,9999,
102609,2009,9999,
102613,2009,2020,divorce
102617,2009,2013,death last member
623564,2009,2021,death last member
102622,2009,9999,
623569,2009,9999,
102654,2009,9999,
102662,2009,9999,
102664,2009,9999,
102669,2009,2014,couple_split
623616,2009,9999,
102671,2009,2017,death last member
623618,2009,2013,death last member
102673,2009,2021,death last member
623620,2009,2020,death last member
102680,2009,9999,
102681,2009,2014,new couple
102683,2009,2025,death last member
623630,2009,2018,death last member
102686,2009,2016,new couple
623633,2009,2012,new couple
102689,2009,9999,
102690,2009,9999,
102691,2009,9999,
623638,2009,9999,
102693,2009,9999,
102696,2009,9999,
102701,2009,9999,
102707,2009,9999,
102716,2009,2022,death last member
102717,2009,9999,
102720,2009,9999,
102722,2009,2018,death last member
102726,2009,9999,
102728,2009,9999,
102730,2009,9999,
102745,2009,9999,
102749,2009,9999,
623696,2009,2015,new couple
1144643,2009,9999,
102750,2009,9999,
102751,2009,9999,
623698,2009,9999,
102758,2009,9999,
102764,2009,2016,death last member
623711,2009,2020,death last member
1144658,2009,2020,death last member
102772,2009,9999,
102773,2009,2016,death last member
102777,2009,2013,divorce
102781,2009,9999,
102785,2009,9999,
102786,2009,9999,
623733,2009,9999,
1144680,2009,9999,
102788,2009,9999,
623735,2009,9999,
102793,2009,2025,death last member
102795,2009,2019,death last member
623742,2009,2025,death last member
1144689,2009,9999,
102797,2009,9999,
623744,2009,9999,
1144691,2009,2024,death last member
102798,2009,9999,
102800,2009,2022,new couple
102806,2009,9999,
623753,2009,9999,
1144700,2009,9999,
102812,2009,9999,
623759,2009,9999,
102816,2009,2020,death last member
623763,2009,2015,death last member
1144710,2009,2014,death last member
102818,2009,9999,
102820,2009,2022,death last member
623767,2009,2023,death last member
102826,2009,9999,
623773,2009,9999,
102828,2009,9999,
102829,2009,2025,death last member
102831,2009,9999,
623778,2009,2011,new couple
102833,2009,2016,couple_split
102841,2009,9999,
623788,2009,2016,new couple
102844,2009,9999,
102849,2009,9999,
623796,2009,9999,
102852,2009,9999,
623799,2009,9999,
102872,2009,2016,divorce
102877,2009,9999,
623824,2009,9999,
102881,2009,9999,
623828,2009,9999,
102882,2009,9999,
623829,2009,9999,
102887,2009,2012,death last member
102892,2009,2021,death last member
623839,2009,9999,
102893,2009,9999,
102895,2009,2025,couple_split
102902,2009,9999,
102903,2009,9999,
102906,2009,9999,
623853,2009,2011,divorce
102915,2009,2023,divorce
102920,2009,9999,
623867,2009,9999,
102922,2009,2013,death last member
102935,2009,2013,divorce
623882,2009,9999,
102941,2009,2023,new couple
623888,2009,2013,new couple
102951,2009,9999,
102953,2009,9999,
102955,2009,9999,
102956,2009,9999,
102959,2009,2016,new couple
102962,2009,2011,new couple
102966,2009,9999,
623913,2009,9999,
1144860,2009,9999,
1665807,2009,9999,
2186754,2009,9999,
2707701,2009,9999,
3228648,2009,9999,
102969,2009,2021,death last member
623916,2009,2017,death last member
1144863,2009,9999,
102974,2009,9999,
623921,2009,9999,
1144868,2009,2025,couple_split
102979,2009,2022,new couple
623926,2009,2017,new couple
1144873,2009,2016,new couple
102980,2009,2012,death last member
102982,2009,9999,
623929,2009,9999,
102984,2009,9999,
102991,2009,9999,
102992,2009,9999,
623939,2009,2013,divorce
1144886,2009,9999,
102995,2009,9999,
623942,2009,9999,
1144889,2009,2011,divorce
102996,2009,9999,
103001,2009,2019,death last member
103009,2009,9999,
103010,2009,9999,
623957,2009,2024,divorce
103016,2009,9999,
623963,2009,9999,
1144910,2009,2025,couple_split
103019,2009,9999,
103021,2009,9999,
103030,2009,9999,
623977,2009,9999,
103031,2009,2024,death last member
103050,2009,9999,
103051,2009,2019,death last member
103057,2009,9999,
624004,2009,9999,
103059,2009,9999,
624006,2009,9999,
103066,2009,2019,new couple
624013,2009,9999,
103070,2009,9999,
103081,2009,2014,death last member
103086,2009,9999,
624033,2009,2016,couple_split
103089,2009,2015,death last member
624036,2009,2019,death last member
1144983,2009,2018,death last member
103091,2009,2012,death last member
624038,2009,9999,
103092,2009,2019,couple_split
103094,2009,9999,
624041,2009,9999,
103095,2009,9999,
624042,2009,9999,
103097,2009,2025,death last member
624044,2009,2015,death last member
103098,2009,9999,
624045,2009,2018,divorce
103105,2009,9999,
624052,2009,9999,
1144999,2009,9999,
1665946,2009,9999,
103106,2009,2014,new couple
103110,2009,9999,
624057,2009,9999,
1145004,2009,9999,
1665951,2009,9999,
103115,2009,9999,
624062,2009,9999,
103118,2009,2018,death last member
624065,2009,2023,death last member
1145012,2009,9999,
103119,2009,9999,
103122,2009,9999,
624069,2009,9999,
1145016,2009,9999,
103123,2009,9999,
103126,2009,2016,couple_split
103127,2009,2024,death last member
103131,2009,9999,
103133,2009,9999,
103135,2009,9999,
624082,2009,9999,
103138,2009,9999,
103144,2009,2011,divorce
624091,2009,2012,divorce
103150,2009,2017,couple_split
624097,2009,2014,couple_split
103152,2009,9999,
624099,2009,2014,new couple
103153,2009,9999,
624100,2009,2018,divorce
103154,2009,9999,
624101,2009,9999,
1145048,2009,9999,
103165,2009,9999,
624112,2009,9999,
103169,2009,9999,
624116,2009,9999,
1145063,2009,2024,couple_split
103171,2009,2018,new couple
624118,2009,9999,
103175,2009,9999,
624122,2009,9999,
103176,2009,9999,
624123,2009,9999,
103177,2009,9999,
624124,2009,9999,
103181,2009,2016,death last member
624128,2009,2020,death last member
103183,2009,2013,death last member
103185,2009,9999,
103188,2009,9999,
624135,2009,9999,
103191,2009,2013,death last member
103200,2009,2016,divorce
103203,2009,9999,
103205,2009,9999,
103209,2009,9999,
103212,2009,2018,death last member
103219,2009,9999,
103224,2009,9999,
103225,2009,9999,
103229,2009,2019,death last member
103232,2009,2013,couple_split
624179,2009,9999,
103233,2009,9999,
624180,2009,9999,
1145127,2009,9999,
103234,2009,9999,
103240,2009,2015,new couple
624187,2009,2020,new couple
1145134,2009,2012,new couple
103253,2009,9999,
103264,2009,2014,new couple
103267,2009,2025,divorce
103269,2009,2023,divorce
624216,2009,9999,
103272,2009,9999,
624219,2009,2023,divorce
1145166,2009,9999,
103274,2009,2012,new couple
624221,2009,2015,new couple
1145168,2009,2017,new couple
1666115,2009,2020,new couple
103275,2009,9999,
103281,2009,9999,
103286,2009,9999,
103287,2009,9999,
103289,2009,2015,new couple
624236,2009,2017,new couple
103292,2009,9999,
103293,2009,9999,
103298,2009,9999,
103299,2009,9999,
624246,2009,2013,new couple
1145193,2009,9999,
1666140,2009,9999,
103301,2009,9999,
103302,2009,9999,
103303,2009,2014,new couple
624250,2009,2016,new couple
1145197,2009,2023,new couple
103308,2009,2012,death last member
103319,2009,2016,death last member
624266,2009,2016,death last member
103321,2009,2015,death last member
624268,2009,2013,death last member
103322,2009,9999,
103325,2009,2024,death last member
103329,2009,9999,
103330,2009,9999,
103333,2009,9999,
103346,2009,9999,
103347,2009,9999,
103354,2009,2016,death last member
103355,2009,9999,
103358,2009,2012,new couple
624305,2009,9999,
103360,2009,2014,new couple
103361,2009,9999,
624308,2009,9999,
103363,2009,9999,
103366,2009,9999,
624313,2009,2012,divorce
1145260,2009,9999,
1666207,2009,2017,divorce
103367,2009,2012,new couple
103368,2009,9999,
103369,2009,9999,
103380,2009,9999,
103382,2009,9999,
103383,2009,9999,
624330,2009,9999,
1145277,2009,9999,
103391,2009,9999,
103392,2009,2024,death last member
103397,2009,2014,new couple
103400,2009,9999,
103401,2009,9999,
103406,2009,9999,
103408,2009,9999,
624355,2009,9999,
103413,2009,2025,death last member
103415,2009,9999,
103420,2009,9999,
624367,2009,9999,
103422,2009,2024,new couple
103423,2009,9999,
624370,2009,9999,
103430,2009,9999,
103431,2009,9999,
103434,2009,9999,
624381,2009,9999,
103437,2009,9999,
624384,2009,9999,
1145331,2009,9999,
103447,2009,2018,new couple
103448,2009,9999,
103450,2009,2018,couple_split
103451,2009,9999,
103454,2009,9999,
624401,2009,9999,
103466,2009,2015,couple_split
103469,2009,2021,death last member
624416,2009,2015,death last member
103470,2009,9999,
103471,2009,9999,
103472,2009,9999,
624419,2009,9999,
1145366,2009,9999,
103481,2009,2020,couple_split
103482,2009,2011,new couple
103488,2009,2021,death last member
103489,2009,9999,
624436,2009,9999,
103498,2009,9999,
103512,2009,2019,death last member
103522,2009,2014,couple_split
103524,2009,2019,new couple
103532,2009,9999,
103535,2009,2011,new couple
103537,2009,9999,
103538,2009,2012,new couple
624485,2009,2012,new couple
1145432,2009,2012,new couple
103541,2009,9999,
624488,2009,9999,
103542,2009,9999,
103544,2009,9999,
103548,2009,9999,
624495,2009,9999,
103549,2009,2017,new couple
103552,2009,2017,new couple
103557,2009,9999,
624504,2009,9999,
103559,2009,2022,death last member
103561,2009,2016,new couple
103562,2009,9999,
624509,2009,9999,
1145456,2009,2021,couple_split
103564,2009,2015,divorce
624511,2009,2021,death last member
103569,2009,2013,death last member
103574,2009,9999,
103582,2009,2014,death last member
103584,2009,2016,death last member
624531,2009,2011,new couple
103588,2009,2019,new couple
103590,2009,9999,
103593,2009,2022,couple_split
624540,2009,9999,
103594,2009,2015,new couple
103596,2009,9999,
624543,2009,9999,
103598,2009,2018,new couple
624545,2009,9999,
103600,2009,2015,new couple
103605,2009,9999,
624552,2009,9999,
1145499,2009,2012,couple_split
103607,2009,9999,
103613,2009,9999,
103621,2009,9999,
624568,2009,9999,
103622,2009,9999,
